
===========================
ERBE SW Anisotropic Factors
===========================

Rows correspond to different viewing zenith angle ranges (0-15, 15-27, etc.).
Columns correspond to different relative azimuth angle ranges (0-9, 9-30, etc.).

Reference: Suttles, J. T., R. N. Green, P. Minnis, G. L. Smith, W. F. Staylor, B. A. Wielicki, I. J. Walker, 
           D. F. Young, V. R. Taylor, and L. L. Stowe, 1988: Angular radiation models for Earth-atmosphere 
           system. Volume 1: Shortwave radiation, NASA-RP-1184, 148pp, [online] Available: 
           https://hdl.handle.net/2060/19880018293.
	   
	   
=====================  
Scene 1 - Clear Ocean
=====================    
 solar zenith angle range =  0.00 - 25.84
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          1.017       1.017       1.017       1.017       1.017       1.017       1.017       1.017
   15 - 27          1.009       1.001       1.009       1.022       1.024       1.040       1.035       1.057
   27 - 39          1.027       1.020       0.998       0.996       1.014       1.033       1.052       1.094
   39 - 51          1.067       1.042       1.023       0.964       0.995       1.019       1.058       1.077
   51 - 63          1.092       1.072       1.047       0.917       0.928       0.962       1.059       1.085
   63 - 75          1.122       1.116       1.031       0.847       0.877       0.875       1.014       1.016
   75 - 90          1.111       1.119       0.996       0.815       0.823       0.722       0.908       0.947
 solar zenith angle range = 36.87 - 45.57
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.959       0.959       0.959       0.959       0.959       0.959       0.959       0.959
   15 - 27          0.949       0.960       0.954       0.947       0.986       0.992       0.984       0.989
   27 - 39          0.998       0.989       0.960       0.960       0.984       1.023       1.018       1.043
   39 - 51          1.080       1.050       1.025       0.950       0.975       1.020       1.043       1.080
   51 - 63          1.158       1.124       1.060       0.946       0.933       1.008       1.052       1.074
   63 - 75          1.252       1.213       1.094       0.877       0.901       0.952       1.028       1.026
   75 - 90          1.307       1.245       1.084       0.868       0.886       0.880       0.980       0.989
 solar zenith angle range = 45.57 - 53.13
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.902       0.902       0.902       0.902       0.902       0.902       0.902       0.902
   15 - 27          0.920       0.920       0.923       0.917       0.926       0.963       0.949       0.952
   27 - 39          0.967       0.973       0.957       0.922       0.930       0.993       0.987       0.993
   39 - 51          1.111       1.073       1.016       0.952       0.946       0.999       1.024       1.057
   51 - 63          1.226       1.185       1.090       0.938       0.933       1.012       1.044       1.086
   63 - 75          1.415       1.337       1.180       0.915       0.909       0.983       1.048       1.063
   75 - 90          1.524       1.405       1.209       0.965       0.936       0.944       1.017       1.024
 solar zenith angle range = 53.13 - 60.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.858       0.858       0.858       0.858       0.858       0.858       0.858       0.858
   15 - 27          0.889       0.894       0.888       0.863       0.871       0.910       0.911       0.930
   27 - 39          0.968       0.955       0.928       0.886       0.880       0.939       0.943       0.954
   39 - 51          1.142       1.092       1.017       0.919       0.911       0.955       0.996       1.010
   51 - 63          1.343       1.249       1.133       0.956       0.925       0.975       1.040       1.075
   63 - 75          1.619       1.491       1.282       0.967       0.936       1.012       1.067       1.084
   75 - 90          1.847       1.652       1.336       1.098       1.030       1.018       1.059       1.078
 solar zenith angle range = 60.00 - 66.42
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.804       0.804       0.804       0.804       0.804       0.804       0.804       0.804
   15 - 27          0.856       0.863       0.846       0.825       0.821       0.835       0.863       0.873
   27 - 39          0.948       0.937       0.897       0.871       0.849       0.893       0.920       0.888
   39 - 51          1.154       1.106       1.033       0.912       0.890       0.921       0.962       0.962
   51 - 63          1.423       1.318       1.167       0.961       0.906       0.966       1.028       1.042
   63 - 75          1.869       1.670       1.388       0.974       0.925       1.024       1.093       1.131
   75 - 90          2.250       1.963       1.530       1.173       1.068       1.052       1.111       1.143
 solar zenith angle range = 66.42 - 72.54
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.746       0.746       0.746       0.746       0.746       0.746       0.746       0.746
   15 - 27          0.807       0.823       0.803       0.772       0.760       0.773       0.792       0.775
   27 - 39          0.923       0.918       0.864       0.804       0.799       0.824       0.855       0.861
   39 - 51          1.186       1.116       1.001       0.896       0.860       0.880       0.919       0.921
   51 - 63          1.525       1.403       1.186       0.964       0.911       0.961       0.990       1.010
   63 - 75          2.251       1.932       1.538       1.011       0.934       1.041       1.109       1.149
   75 - 90          2.910       2.394       1.745       1.274       1.131       1.120       1.186       1.221
 solar zenith angle range = 72.54 - 78.46
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.697       0.697       0.697       0.697       0.697       0.697       0.697       0.697
   15 - 27          0.760       0.788       0.762       0.724       0.716       0.717       0.728       0.729
   27 - 39          0.887       0.889       0.837       0.765       0.750       0.768       0.803       0.802
   39 - 51          1.207       1.131       0.985       0.857       0.818       0.822       0.873       0.895
   51 - 63          1.629       1.481       1.202       0.946       0.881       0.916       0.964       0.974
   63 - 75          2.641       2.231       1.647       1.020       0.926       1.060       1.128       1.172
   75 - 90          3.999       2.939       2.004       1.371       1.183       1.160       1.255       1.324
 solar zenith angle range = 78.46 - 84.26
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.630       0.630       0.630       0.630       0.630       0.630       0.630       0.630
   15 - 27          0.708       0.737       0.704       0.667       0.652       0.651       0.658       0.644
   27 - 39          0.853       0.844       0.796       0.716       0.689       0.691       0.709       0.712
   39 - 51          1.224       1.126       0.962       0.800       0.762       0.761       0.820       0.845
   51 - 63          1.764       1.554       1.209       0.917       0.846       0.859       0.949       0.963
   63 - 75          3.406       2.557       1.779       1.033       0.924       1.077       1.181       1.182
   75 - 90          5.290       3.786       2.319       1.498       1.265       1.248       1.373       1.447
 solar zenith angle range = 84.26 - 90.00
                  0 -   9      9 -  30     30 -  60     60 -  90    90 - 120   120 - 150   150 - 171   171 - 180 
    0 - 15          0.578       0.578       0.578       0.578       0.578       0.578       0.578       0.578
   15 - 27          0.650       0.688       0.641       0.623       0.595       0.613       0.622       0.619
   27 - 39          0.850       0.800       0.747       0.674       0.643       0.687       0.684       0.690
   39 - 51          1.183       1.108       0.907       0.753       0.715       0.716       0.790       0.826
   51 - 63          1.819       1.608       1.213       0.913       0.835       0.849       0.942       0.933
   63 - 75          3.714       2.780       1.919       1.012       0.878       1.118       1.228       1.238
   75 - 90          6.170       4.376       2.650       1.609       1.321       1.320       1.466       1.475
 
